Order ID,Product ID,Amount (kg),Order Confirm Date,Required Delivery Date
1006069,8902635,11500,2020-02-25,2020-04-27
1005543,8906381,901,2020-03-05,2020-05-15
1005499,8907133,9000,2020-03-13,2020-04-15
1005435,8908023,20000,2019-08-22,2019-09-16
1005784,8908749,21500,2019-09-24,2019-10-25
1005784,8908749,21500,2019-09-24,2019-10-28
1005782,8908748,20000,2019-06-23,2019-08-30
1005782,8908748,20000,2019-06-23,2019-08-10
1005782,8908748,20000,2019-06-23,2019-08-13
1005782,8908748,20000,2019-06-23,2019-08-23
1005782,8908748,20000,2019-06-23,2019-09-02
1005781,8908023,20000,2019-06-23,2019-08-13
1005781,8908023,20000,2019-06-23,2019-08-31
1005784,8908749,21000,2019-06-23,2019-08-05
1005784,8908749,21000,2019-06-23,2019-08-09
1005784,8908749,21000,2019-06-23,2019-08-13
1005784,8908749,21000,2019-06-23,2019-08-14
1005784,8908749,21000,2019-06-23,2019-08-23
1005784,8908749,21000,2019-06-23,2019-08-26
1005784,8908749,21000,2019-06-23,2019-08-30
1005888,8908023,20000,2019-06-23,2019-08-20
1005888,8908023,20000,2019-06-23,2019-08-27
1005531,8902398,4100,2019-06-23,2019-08-20
1005447,8907133,4500,2019-06-23,2019-08-20
1005684,8908023,21000,2019-06-24,2019-07-15
1005684,8908023,21000,2019-06-24,2019-08-13
1005684,8908023,21000,2019-06-24,2019-08-27
1005684,8908023,21000,2019-06-24,2019-09-03
1005684,8908023,21000,2019-06-24,2019-08-20
1005684,8908023,21000,2019-06-24,2019-09-19
1005684,8908023,21000,2019-06-24,2019-08-06
1005684,8908023,21000,2019-06-24,2019-08-08
1005444,8902635,11200,2019-06-25,2019-08-26
1005444,8902635,11200,2019-06-25,2019-09-02
1005444,8902635,11200,2019-06-25,2019-09-09
1005444,8902635,11200,2019-06-25,2019-09-16
1005432,8902635,21000,2019-02-26,2019-04-16
1005432,8902635,21000,2019-02-26,2019-04-19
1005446,8908023,20000,2019-03-22,2019-05-14
1005446,8908023,20000,2019-03-22,2019-05-02
1005446,8908023,20000,2019-03-22,2019-04-25
1006018,8908748,20000,2020-02-28,2020-04-16
1006018,8908748,20000,2020-02-28,2020-04-21
1006018,8908748,20000,2020-02-28,2020-04-07
1006018,8908748,20000,2020-02-28,2020-04-10
1006018,8908748,20000,2020-02-28,2020-04-14
1006018,8908748,20000,2020-02-28,2020-04-24
1006018,8908748,20000,2020-02-28,2020-04-28
1005998,8909373,6300,2020-03-02,2020-05-17
1005781,8908023,20000,2020-03-26,2020-05-21
1005495,8908111,10000,2020-04-08,2020-05-12
1006010,8909286,800,2019-12-10,2020-01-10
1006020,8908023,20000,2019-12-11,2020-01-27
1006020,8908023,9000,2020-01-14,2020-01-20
1005495,8908112,14400,2019-07-08,2019-07-26
1005516,8905735,1877,2019-07-08,2019-09-10
